2,180.000000,180.000000
3,119.996764,120.001618
4,109.471220,109.471221
5,89.999997,89.999999
6,89.999998,90.000000
7,72.000000,89.999985
8,71.694150,71.694152
9,69.189751,69.189752
10,64.995627,64.995628
11,58.539558,63.548741
12,63.434949,63.434949
13,52.316925,60.119738
14,52.866090,62.911399
15,49.224877,56.100906
16,48.936220,54.658027
17,50.108069,52.442478
18,47.534420,49.605452
19,44.909703,50.325857
20,46.093316,46.500258
21,44.320502,48.395581
22,43.302006,45.560117
23,41.481113,43.027036
24,42.065304,42.065304
25,39.610477,43.902249
26,38.842167,42.470707
27,39.940290,41.074451
28,37.823745,39.749232
29,36.391330,40.335677
30,36.942388,39.017029
31,36.373117,38.122385
32,37.377368,37.377368
33,33.699891,37.804417
34,33.273441,36.255608
35,33.100301,37.046120
36,33.229186,35.728170
37,31.985672,35.512933
38,33.236493,36.566049
39,31.397040,34.193146
40,31.916352,32.719199
41,31.527830,34.080736
42,31.244744,32.356985
43,30.866698,32.949591
44,31.257606,32.405959
45,30.207205,32.201782
46,29.790268,30.886500
47,28.154015,31.095937
48,29.689656,30.120162
49,28.386617,30.606580
50,28.711399,31.637566
51,27.175822,31.150653
52,27.669880,29.691621
53,27.010532,29.334004
54,27.029595,29.110133
55,26.440254,29.028879
56,26.608693,28.918700
57,26.702440,27.898092
58,25.919042,28.362639
59,26.170267,28.084201
60,25.957622,27.637089
61,25.391631,27.261954
62,25.492711,26.943420
63,25.256755,27.096687
64,24.920034,26.560717
65,24.526747,26.516879
66,24.764797,26.069885
67,24.727276,25.776170
68,24.189963,26.577516
69,24.021783,26.017530
70,23.841349,26.197884
71,23.802584,25.587744
72,24.491708,24.491708
73,22.810388,25.252490
74,22.965899,25.102740
75,22.736439,24.582729
76,22.885708,24.612089
77,23.286146,24.773187
78,23.179881,24.657431
79,22.636155,24.789048
80,22.313764,24.383868
81,21.469707,24.250699
82,22.014658,23.827316
83,21.646269,23.915861
84,22.101335,22.950120
85,21.318580,23.409406
86,21.400088,23.407478
87,21.456483,23.201704
88,21.307307,22.915571
89,21.182205,22.877203
90,20.957692,22.582450
91,20.822447,22.856259
92,21.025827,22.355786
93,20.750743,22.676955
94,20.951862,22.518381
95,20.711220,22.301956
96,20.686578,21.977980
97,20.449628,21.957389
98,20.421602,21.787522
99,20.284474,21.635388
100,20.296772,22.120205
101,20.011152,21.466809
102,20.039953,21.015669
103,19.907034,21.351578
104,19.956604,21.718104
105,19.287670,21.139521
106,19.658282,20.654427
107,19.335015,21.194250
108,18.809531,21.036586
109,19.102572,20.726638
110,18.706950,20.661924
111,19.255186,20.236498
112,19.351492,20.443984
113,18.634928,20.340826
114,18.626284,20.380614
115,18.465410,20.458296
116,18.397803,20.279761
117,18.566132,20.139958
118,18.420573,20.168111
119,18.219143,19.992059
120,18.417729,19.741046
121,18.198693,19.680174
122,18.039639,19.635332
123,17.840103,19.534644
124,17.623648,19.437776
125,17.622147,19.426059
126,17.753910,19.527232
127,17.482788,19.204518
128,17.814426,19.152445
129,17.569261,19.035171
130,17.645506,19.022453
131,17.475927,19.045597
132,17.958197,18.196165
133,17.132921,18.670412
134,16.929746,18.568243
135,17.431396,18.602366
136,16.720095,18.766714
137,17.040022,18.450209
138,16.924124,18.365077
139,16.673499,18.399390
140,16.772791,18.489059
141,16.673559,18.435183
142,16.608712,18.308511
143,16.550105,18.323587
144,16.373149,18.177286
145,16.642552,18.052199
146,16.904685,17.918737
147,16.264149,17.887131
148,16.326310,17.894926
149,16.344291,17.733197
150,16.024889,17.724145
151,16.050829,17.736262
152,16.035282,17.768127
153,16.077168,17.728524
154,15.926068,17.643163
155,16.010704,17.465537
156,15.915434,17.455037
157,15.840948,17.431809
158,15.781738,17.364199
159,15.751645,17.297777
160,15.809993,17.192062
161,15.776039,17.085937
162,15.718704,16.972157
163,15.248263,16.953505
164,15.602262,16.894680
165,15.462658,17.037020
166,15.561138,16.973160
167,15.606924,16.774071
168,15.589892,16.845797
169,15.357286,16.821156
170,15.243597,16.685489
171,15.288848,16.636120
172,15.306162,16.556515
173,15.123332,16.535795
174,14.835192,16.578358
175,14.724500,16.483150
176,14.940135,16.190627
177,14.707479,16.229837
178,14.885104,16.210786
179,14.701862,16.293823
180,14.687105,16.200963
181,14.618872,16.104110
182,14.534580,16.180599
183,14.493881,16.073818
184,14.467905,15.928002
185,14.573092,15.689193
186,14.354768,15.914665
187,14.682604,15.787480
188,14.600433,15.800976
189,14.496354,15.830891
190,14.323124,15.843689
191,14.351681,15.773671
192,14.026544,15.618357
193,14.374426,15.590915
194,14.061359,15.546745
195,14.140363,15.456049
196,14.250944,15.366973
197,14.146650,15.171142
198,13.912288,15.319557
199,13.749218,15.401919
200,14.005944,15.334395
201,13.901755,15.263362
202,14.034975,15.212720
203,13.881622,15.289435
204,13.900026,15.224486
205,13.859744,15.122748
206,13.837176,15.111957
207,13.726114,15.094115
208,13.877140,15.020720
209,13.595647,15.101470
210,13.638573,14.977464
211,13.626324,14.931623
212,13.593921,14.910068
213,13.404696,14.842084
214,13.706749,14.609484
215,13.662458,14.717815
216,13.490315,14.834612
217,13.588121,14.808183
218,13.435961,14.623214
219,13.448721,14.634757
220,13.241791,14.691266
221,13.390306,14.617938
