222,13.356109,14.490540
223,13.283258,14.507942
224,13.230915,14.539398
225,13.100113,14.537314
226,13.050285,14.431644
227,13.097343,14.408830
228,13.114356,14.481914
229,12.986848,14.325734
230,13.098168,14.347498
231,13.050694,14.288801
232,12.985568,14.335632
233,12.800966,14.311390
234,12.995173,14.283507
235,12.819879,14.277748
236,12.853816,14.213596
237,12.858552,14.153316
238,12.741170,14.118928
239,12.835371,14.008619
240,12.594144,14.063490
241,12.472829,14.049607
242,12.725045,14.037069
243,12.617959,13.967467
244,12.758734,13.927009
